0,5267659,54990.0,2012 TATA Indica 1.4 Le for sale in Western Cape,https://www.cars.co.za/for-sale/used/2012-TATA-Indica-1.4-Le-Western-Cape/5267659/,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5267659.jpg?v=3523667406,tata,tata indica,116894.0,2012.0,2019_12_07,13:54:27,silver,western cape,Knysna Waterfront Motors,", Western Cape",https://www.cars.co.za/groups/Individual-Dealers/Knysna-Waterfront-Motors/2712/,55.0,1.4,p,37.0,m,12.8,155.0,7.4,500.0,168.0,False,False,False,False,False,,False,False,5.0,5.0,1005.0,"
Aircon, Radio, Full service record ","This is a great runabout and ideal as a 2nd car, or student, even just great and economical transport.We sell with RWC..extras include a set of alloys and new tyres.Spare keys available.We can finance and assist with a trade in.Phone us now!",
1,5515006,55995.0,2014 FAW V2 1.3 DLX 5-Door for sale  in Western Cape,https://www.cars.co.za/for-sale/used/2014-FAW-V2-1.3-DLX-5-Door-Western-Cape-Kuils-River/5515006/,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5515006.jpg?v=2604749046,faw,faw v2,74000.0,2014.0,2019_12_07,13:54:28,silver,western cape,Titan Auto,"Kuils River, Western Cape",https://www.cars.co.za/groups/Individual-Dealers/Titan-Auto/3472/,67.0,1.3,p,37.0,m,,166.0,6.5,569.0,155.0,True,True,False,True,True,2.0,False,True,5.0,4.0,981.0,"
-
",Cash only.,remote
2,4583499,59900.0,2005 Renault Megane Ii 2.0t Sport 3dr for sale in Western Cape,https://www.cars.co.za/for-sale/used/2005-Renault-Megane-Ii-2.0t-Sport-3dr-Western-Cape-Kuils-River/4583499/,,renault,renault megane,245000.0,2005.0,2019_12_07,13:54:29,black,western cape,Wingfield Motors Kuilsriver,"Kuils River, Western Cape",https://www.cars.co.za/groups/Individual-Dealers/Wingfield-Motors-Kuilsriver/2225/,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,"
ABS Brakes,Air Conditioning,Alarm,Alloy Wheels,Central Locking,Electric Windows,Front Electric Windows,Immobilizer ","What a great performance vehicle! This vehicle is great, but as a result of age and mileage is sold with no certificate of roadworhtiness. Enquire about this vehicle NOW!",
3,5141023,59900.0,2012 Chevrolet Spark Lite Ls 5dr for sale in Western Cape,https://www.cars.co.za/for-sale/used/2012-Chevrolet-Spark-Lite-Ls-5dr-Western-Cape-Milnerton/5141023/,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5141023.jpg?v=2340526889,chevrolet,chevrolet spark,123468.0,2012.0,2019_12_07,13:54:30,silver,western cape,Milnerton Nissan Cape Town,"Milnerton, Western Cape",https://www.cars.co.za/groups/SAFY-Group/Milnerton-Nissan-Cape-Town/3139/,49.0,1.0,p,35.0,m,15.4,154.0,5.8,603.0,135.0,False,False,False,True,False,1.0,False,True,5.0,4.0,830.0,"
-
","Estimated monthly payment is R 1 230 over 60 months with a 10% deposit of R 5 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",manual
4,5400475,59950.0,2005 Nissan Micra 1.4 Acenta + 5dr (d64) for sale in Western Cape,https://www.cars.co.za/for-sale/used/2005-Nissan-Micra-1.4-Acenta-5dr-d64-Western-Cape-George/5400475/,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5400475.jpg?v=994452287,nissan,nissan micra,185000.0,2005.0,2019_12_07,13:54:31,silver,western cape,Batefin Auto,"George, Western Cape",https://www.cars.co.za/groups/Individual-Dealers/Batefin-Auto/3194/,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,"
ABS, Aircon, Electric Windows, Air bags, Alarm, Full service record, Radio ",,
5,4287186,59995.0,2005 Honda Jazz 1.4i Dsi for sale in Western Cape,https://www.cars.co.za/for-sale/used/2005-Honda-Jazz-1.4i-Dsi-Western-Cape-Cape-Town/4287186/,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/4287186.jpg?v=3165663245,honda,honda jazz,191000.0,2005.0,2019_12_07,13:54:31,black,western cape,Dart Motors,"Cape Town, Western Cape",https://www.cars.co.za/groups/Individual-Dealers/Dart-Motors/3172/,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,"
Air bags, ABS, Aircon ","This is a very reliable vehicle and drives very good , the car is in good condition inside and out. all paperwork in order and licence upto date , we have over 130 cars available for you to choose from . we also offer IN-HOUSE finance where you get to PAY DIRECTLY TO US with no banks involved (BANK FINANCE ALSO AVAILABLE) for more information contact : AMIER 0662979650 whatsapp friendly GEO 082 269 9882 OFFICE 021 465 2675",
6,5161883,59995.0,2008 Peugeot 308 1.6XT for sale in Western Cape,https://www.cars.co.za/for-sale/used/2008-Peugeot-308-1.6XT-Western-Cape-Parow/5161883/,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5161883.jpg?v=773616357,peugeot,peugeot 308,190000.0,2008.0,2019_12_07,13:54:32,silver,western cape,Auto Hot Spot,"Parow, Western Cape",https://www.cars.co.za/groups/Individual-Dealers/Auto-Hot-Spot/5140/,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,"
ABS, Air bags, Aircon, Alarm, Electric Windows, Radio ",Peugeot 308 1.6 XTTrade-ins welcomeFinance availableNationwide deliveryFOR APPLICATION PLEASE BRING OR EMAIL THE FOLLOWING DOCUMENTS:# Copy of ID & Drivers License# 3 Months Bank Statements# 3 Latest PayslipsEMAIL: stuart@autohotspot.co.zaWEBSITE: www.autohotspot.co.za,
7,5514948,59995.0,2007 Toyota Yaris T1 3dr for sale  in Western Cape,https://www.cars.co.za/for-sale/used/2007-Toyota-Yaris-T1-3dr-Western-Cape-Table-View/5514948/,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5514948.jpg?v=1472003124,toyota,toyota yaris,100381.0,2007.0,2019_12_07,13:54:33,silver,western cape,Volkswagen Tableview,"Table View, Western Cape",https://www.cars.co.za/groups/iCars-Dealers/Volkswagen-Tableview/3878/,51.0,1.0,p,42.0,m,15.7,155.0,5.5,,,True,False,False,True,True,2.0,False,True,3.0,5.0,977.0,"
-
",,manual
8,5518742,59995.0,2002 Mazda 323 130 Sting for sale in Western Cape,https://www.cars.co.za/for-sale/used/2002-Mazda-323-130-Sting-Western-Cape-Goodwood/5518742/,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5518742.jpg?v=2179635280,mazda,mazda 323,123000.0,2002.0,2019_12_07,13:54:34,silver,western cape,Prestige Autos Goodwood,"Goodwood, Western Cape",https://www.cars.co.za/groups/Individual-Dealers/Prestige-Autos-Goodwood/3967/,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,"
Full service record, Alarm ",PLEASE Visit our Webiste for more vehicles: WWW.PRESTIGEAUTOS.CO.ZA2002 Mazda 323 with ONLY 120000kmsNeat CarFull Service HistoryOne Owner from NewPowersteeringCentral LockingSpare KeysSelling at R59995Call or Whatsapp: Sam - 081 707 3443 or Bibi 082 755 6298,
9,5102599,64990.0,2012 TATA Indica Vista 1.4 Ini Ego for sale in Western Cape,https://www.cars.co.za/for-sale/used/2012-TATA-Indica-Vista-1.4-Ini-Ego-Western-Cape-Brackenfell/5102599/,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5102599.jpg?v=3889260506,tata,tata indica,46311.0,2012.0,2019_12_07,13:54:35,silver,western cape,Bessie Bester Motors,"Brackenfell, Western Cape",https://www.cars.co.za/groups/Individual-Dealers/Bessie-Bester-Motors/3330/,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,"
Aircon, Air bags, Radio ","2012 Tata Indica Vista 1.4 Ini EgoGood Condition, Aircon, Radio & Cd.Trade-Ins Welcome, Finance Available.BESSIE BESTER MOTORS.co.zaFor Good Clean Used VehiclesOld Paarl Road BrackenfellTel:021-982 2991GPS Coordinates33.8724° S, 18.6991° ERMI / MIO / IDA MembersOn Average we have 60+ VehiclesCars / Bakkies / SUV’s / Buses / 4x4’s / Bikes We Buy / We Sell / We FinancePrivate 2 Private Auto FinanceSell your Car on consignmentTrade in’s Always WelcomeNo Deposit Deals PossibleExtended WarrantiesInsurance QuotesBank ApprovedFSP 28260We are People’s People / Open Door PolicyOwner Operated & InvolvementNo Stories.No Hidden AgendasWe want to put you in your Dream CarEffortless with a Win / Win OutcomeTalk to us We Want to Do DealsStriving to be Your Dealer of ChoiceGillmore Rhode:072-271 7255Albie Kotze :066-271 4674Robin Fester :060-661 6885Bessie Bester :082-659 9177Heinie Lombard:083-234 4044***STOCK URGENTLY REQUIRED***We Pay that Extra $$$ if it’s CLEAN!!!",
